clientid,clientsecret,PickupIATA,Pickup,PZip,Pcountry,Pcity,plat,plong,DropIATA,Daddress,Dzip,Dcountry,Dcity,dLat,dlong
uktest,dGVzdF9jbGllbnQ=,TAS,International Airport,,UZ,Tashkent,41.26667108,69.36667038,,Amir Temur Str. C 4 No. 7/8 Tashkent  100000  Uzbekistan,,UZ,Tashkent,41.31743987,69.28034362
pincode,dGVzdF9jbGllbnQ=,BOM,Chhatrapati S Maharaj Airport,,IN,Mumbai,19.09166964,72.86611097,,Plot No: 136/1  Hinjewadi  Phase 1    Pune  411057,,IN,Pune,18.58387922,73.73887254
uktest,dGVzdF9jbGllbnQ=,,Edwyn Ralph  Bromyard HR7 4NF  UK,HR7 4NF,GB,Edwyn Ralph,52.2184773,-2.5366623,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
pincode,dGVzdF9jbGllbnQ=,FRA,Frankfurt Intl Airport,,DE,Frankfurt,50.04056133,8.556119917,,Brussel Zuid Perron 1  Saint-Gilles  Belgium,1060,BE,Saint-Gilles,50.8385817,4.3365252
uktest,dGVzdF9jbGllbnQ=,SOF,Sofia Airport,,BG,Sofia,42.69500024,23.40833041,,21 Vitosha Blvd  Sofia 1000  Bulgaria,,BG,Sofia,42.69374348,23.32067005
pincode,dGVzdF9jbGllbnQ=,NCE,Cote D Azur Airport,,FR,Nice,43.66527984,7.21500032,,16 Boulevard Princesse Charlotte  98000 Monte Carlo  Monaco,,MC,Monte Carlo,43.73903905,7.421902118
uktest,dGVzdF9jbGllbnQ=,NCE,Cote D Azur Airport,,FR,Nice,43.66527984,7.21500032,,16 Boulevard Princesse Charlotte  98000 Monte Carlo  Monaco,,MC,Monte Carlo,43.73903905,7.421902118
pincode,dGVzdF9jbGllbnQ=,MLE,Velana International Airport,,MV,Male,4.199999861,73.48332785,,M. Melaa  Keneree Magu  Near National Museum ,,MV,Male,4.177555859,73.50966506
uktest,dGVzdF9jbGllbnQ=,MLE,Velana International Airport,,MV,Male,4.199999861,73.48332785,,M. Melaa  Keneree Magu  Near National Museum ,,MV,Male,4.177555859,73.50966506
pincode,dGVzdF9jbGllbnQ=,PLQ,Palanga International Airport,,LT,Klaipeda/palanga,55.9166687,21.04999928,RIX,Riga Intl Airport,,LV,Riga,56.92360934,23.97111068
uktest,dGVzdF9jbGllbnQ=,NBE,Hammamet Airport,,TN,Enfidha,36.07555997,10.43832966,,Rue Du Lac Huron,,TN,Tunis,36.8354151,10.24831038
pincode,dGVzdF9jbGllbnQ=,BSL,Basel Euroairport,,CH,Basel Mulhouse,47.58944891,7.530000107,,Zeughausgasse 26/28  Ch-3011  Berne  Swtizerland,,CH,Bern,46.94924845,7.444737148
uktest,dGVzdF9jbGllbnQ=,ITM,Osaka Intl (itami) Airport,,JP,Osaka,34.78555922,135.4383346,,Hotel Granvia Osaka  3 Chome-1-??? Umeda  Kita Ward  Osaka  Japan,530-0001,JP,Osaka,34.7017041,135.4963984
pincode,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089,,10-12 Rue Yvan Tourgueneff    Bougival 78380  France,,FR,Bougival,48.86750025,2.145500089
uktest,dGVzdF9jbGllbnQ=,,10-12 Rue Yvan Tourgueneff    Bougival 78380  France,,FR,Bougival,48.86750025,2.145500089,CDG,Charles De Gaulle Airport,,FR,Paris,49.00971845,2.547780089
pincode,dGVzdF9jbGllbnQ=,NCE,Cote D Azur Airport,,FR,Nice,43.66527984,7.21500032,III,127 Boulevard Rene Casssin    Nice 06300  France,,FR,Nice,43.6697058,7.216637858
uktest,dGVzdF9jbGllbnQ=,IBZ,Ibiza Airport,,ES,Ibiza,38.86666896,1.350000016,,17 Paseo Juan Carlos I  Ibiza  Es,,ES,Ibiza,38.91750948,1.441454008
pincode,dGVzdF9jbGllbnQ=,,Via Guzzina  18,20861,IT,Brugherio,45.5401103,9.2956804,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368
uktest,dGVzdF9jbGllbnQ=,,Via Guzzina  18,20861,IT,Brugherio,45.5401103,9.2956804,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368
pincode,dGVzdF9jbGllbnQ=,DUS,International Airport,,DE,Duesseldorf,51.28944093,6.766670118,,Speditionstraße  11,40221,DE,Düsseldorf,51.2151995,6.7504991
uktest,dGVzdF9jbGllbnQ=,BOD,Merignac Airport,,FR,Bordeaux,44.82833128,-0.715560019,,Rue de Bellevue  65,16100,FR,Châteaubernard,45.6869561,-0.2898982
pincode,dGVzdF9jbGllbnQ=,DUS,International Airport,,DE,Duesseldorf,51.28944093,6.766670118,,Speditionstraße  11,40221,DE,Düsseldorf,51.2151995,6.7504991
uktest,dGVzdF9jbGllbnQ=,,Straszewskiego  17,31-101,PL,Kraków,50.0582994,19.9331447,,Wielicka  30,30-552,PL,Kraków,50.0395209,19.9649486
pincode,dGVzdF9jbGllbnQ=,,di Savoia  15,20900,IT,Monza,45.5928212,9.2716989,,Via Guzzina  18,20861,IT,Brugherio,45.5401103,9.2956804
uktest,dGVzdF9jbGllbnQ=,,Via Guzzina  18,20861,IT,Brugherio,45.5401103,9.2956804,MXP,Malpensa Airport,20861,IT,Milan,45.63000083,8.728610368
pincode,dGVzdF9jbGllbnQ=,MXL,R.Sanchez Taboada Int Airport,,MX,Mexicali,32.6305594,-115.2419023,,Av. de los Héroes  201,21000,MX,Mexicali,32.6455153,-115.4707242
uktest,dGVzdF9jbGllbnQ=,,Ibiza Airport (IBZ)  Sant Jordi de ses Salines  Spain,7818,ES,Sant Jordi de ses Salines,38.8748594,1.3712232,,Ibiza Gran Hotel  Ibiza  Spain,7800,ES,Eivissa,38.916444,1.441944
pincode,dGVzdF9jbGllbnQ=,,Ibiza Airport (IBZ)  Sant Jordi de ses Salines  Spain,7818,ES,Sant Jordi de ses Salines,38.8748594,1.3712232,,Port d'Eivissa  Spain,7800,ES,,38.9132599,1.4425776
uktest,dGVzdF9jbGllbnQ=,,Rue de Dunkerque  18,75010,FR,Paris,48.8809481,2.3553137,,Rue Jean Goujon  35,75008,FR,Paris,48.8652645,2.3045315
pincode,dGVzdF9jbGllbnQ=,,Rue de Dunkerque  18,75010,FR,Paris,48.8809481,2.3553137,,Rue Jean Goujon  35,75008,FR,Paris,48.8652645,2.3045315
uktest,dGVzdF9jbGllbnQ=,AGP,Malaga Airport,,ES,Malaga,36.6794409,-4.495,,Carretera de Cádiz  Km 166,29679,ES,Marbella,36.476568,-5.053353
pincode,dGVzdF9jbGllbnQ=,MLE,Velana International Airport,,MV,Male,4.199999861,73.48332785,,The Somerset Hotel  Malé  Maldives,20191,MV,Malé,4.1775932,73.5095191
uktest,dGVzdF9jbGllbnQ=,SVO,Sheremetyevo Airport,,RU,Moscow,55.9666691,37.41667103,,Novinskiy Bul'var  8  ???. 2,121099,RU,Moskva,55.750591,37.5838034
pincode,dGVzdF9jbGllbnQ=,,American Canyon  CA  USA,94503,US,American Canyon,38.1749178,-122.2608044,PHL,Philadelphia Intl Airport,,US,Philadelphia,39.88332896,-75.23333159
uktest,dGVzdF9jbGllbnQ=,,Speedwell Ave  3,7960,US,Morristown,40.7997226,-74.4809431,JFK,John F Kennedy Intl Airport,,US,New York,40.63861128,-73.76193809
pincode,dGVzdF9jbGllbnQ=,BRU,Brussels Airport,,BE,Brussels,50.90139056,4.484440101,,Avenue Houba de Strooper  600,1020,BE,Bruxelles,50.894479,4.3309833
uktest,dGVzdF9jbGllbnQ=,BRU,Brussels Airport,,BE,Brussels,50.90139056,4.484440101,,Avenue Houba de Strooper  600,1020,BE,Bruxelles,50.894479,4.3309833
pincode,dGVzdF9jbGllbnQ=,,Yale University  New Haven  CT  USA,6520,US,New Haven,41.3163244,-72.9223431,JFK,John F Kennedy Intl Airport,6520,US,New York,40.63861128,-73.76193809
uktest,dGVzdF9jbGllbnQ=,ADD,Bole Intl Airport,,ET,Addis Ababa,8.98333032,38.79999949,,Hyatt Regency Addis Ababa  Meskel Square  Addis Ababa  Ethiopia,,ET,Addis Ababa,9.0103594,38.7640905
pincode,dGVzdF9jbGllbnQ=,,Düsseldorf  Germany,,DE,Düsseldorf,51.2277411,6.7734556,,Burgemeester van Nispenstraat  6,7001 BS,NL,Doetinchem,51.9658996,6.2893258
uktest,dGVzdF9jbGllbnQ=,,Refresco Drinks UK Ltd  Side Ley  Kegworth  Derby  UK,DE74 2FJ,GB,Kegworth,52.8415683,-1.2864828,STN,London Stansted Airport (STN)  Bassingbourn Road  Stansted  UK,CM24 1QW,GB,Stansted,51.8860181,0.2388661
pincode,dGVzdF9jbGllbnQ=,,Auckland Airport (AKL) Ray Emery Drive  Auckland Airport  Auckland  Ne,2022,NZ,Auckland,-37.0082476,174.7850358,,Quay St  147,1010,NZ,Auckland,-36.8395244,174.765806
uktest,dGVzdF9jbGllbnQ=,,Barber Ln  768,95035,US,Milpitas,37.4194304,-121.9156903,,Junction Rd  15,KW15 1AA,GB,Kirkwall,58.9832031,-2.9604657
pincode,dGVzdF9jbGllbnQ=,DUS,Flughafenstraße  105,40474,DE,Düsseldorf,51.2876146,6.7667912,,Düsseldorf  Germany,,DE,Düsseldorf,51.2277411,6.7734556
uktest,dGVzdF9jbGllbnQ=,DUS,Flughafenstraße  105,40474,DE,Düsseldorf,51.2876146,6.7667912,,Düsseldorf  Germany,,DE,Düsseldorf,51.2277411,6.7734556
pincode,dGVzdF9jbGllbnQ=,DUS,Flughafenstraße  105,40474,DE,Düsseldorf,51.2876146,6.7667912,,Düsseldorf  Germany,,DE,Düsseldorf,51.2277411,6.7734556
uktest,dGVzdF9jbGllbnQ=,,Messe-Kreisel  3,50679,DE,Köln,50.9439574,6.9846577,CGN,Cologne/bonn Airport,,DE,Cologne/bonn,50.86582918,7.142780034
pincode,dGVzdF9jbGllbnQ=,BUH,Bucharest,,RO,Bucharest,44.50000067,26.07999988,CND,Mihail Kogalniceanu Airport,,RO,Constanta,44.36222892,28.48833995
uktest,dGVzdF9jbGllbnQ=,,Al Arbaneyat  Qesm Borg Al Arab  Alexandria Governorate  Egypt,,EG,Al Arbaneyat,30.8753971,29.4527538,,InterContinental Cairo Citystars  Omar Ibn El-Khattab  Masaken Al Moha,,EG,Masaken Al Mohandesin,30.072455,31.347921
pincode,dGVzdF9jbGllbnQ=,,Messe-Kreisel  3,50679,DE,Köln,50.9439574,6.9846577,CGN,Cologne/bonn Airport,,DE,Cologne/bonn,50.86582918,7.142780034
uktest,dGVzdF9jbGllbnQ=,CRL,Brussels S Charleroi Airport,,BE,Brussels,50.45916997,4.453889945,,Chaussée de Courcelles  115,6041,BE,Charleroi,50.4649069,4.4178182
pincode,dGVzdF9jbGllbnQ=,,Rue Clément Ader  16,6041,BE,Charleroi,50.4712412,4.4654551,CRL,Brussels S Charleroi Airport,6041,BE,Brussels,50.45916997,4.453889945
uktest,dGVzdF9jbGllbnQ=,,Rue Clément Ader  16,6041,BE,Charleroi,50.4712412,4.4654551,CRL,Brussels S Charleroi Airport,6041,BE,Brussels,50.45916997,4.453889945
pincode,dGVzdF9jbGllbnQ=,GVA,Geneva International Airport,,CH,Geneva,46.23805842,6.108890031,,Rue du Levant  7,74100,FR,Annemasse,46.1968319,6.2399513
uktest,dGVzdF9jbGllbnQ=,NCE,Cote D Azur Airport,,FR,Nice,43.66527984,7.21500032,,Monte Carlo  Monaco,,MC,Monaco,43.7400718,7.4266436
pincode,dGVzdF9jbGllbnQ=,NCE,Cote D Azur Airport,,FR,Nice,43.66527984,7.21500032,,Monte-Carlo Casino  Place du Casino  Monaco,98000,MC,Monaco,43.7390972,7.4280681
uktest,dGVzdF9jbGllbnQ=,NCE,Cote D Azur Airport,,FR,Nice,43.66527984,7.21500032,,Monaco,98000,MC,,43.7384176,7.4246158
pincode,dGVzdF9jbGllbnQ=,VLC,Valencia Airport,,ES,Valencia,39.48332918,-0.466670007,,Avinguda de l'Oest  23,46001,ES,València,39.4722464,-0.3795646
uktest,dGVzdF9jbGllbnQ=,OLB,Costa Smeralda Airport,,IT,Olbia,40.89860926,9.517779816,,Grand Relais dei Nuraghi  Baja Sardinia  Province of Olbia-Tempio  Ita,7021,IT,Baja Sardinia,41.139413,9.468991
pincode,dGVzdF9jbGllbnQ=,BDA,L.F Wade International Airport,,BM,Bermuda,32.36667163,-64.68333261,,Hamilton Princess & Beach Club - A Fairmont Managed Hotel  Bermuda,8,BM,,32.2908321,-64.7924541
uktest,dGVzdF9jbGllbnQ=,ERZ,Erzurum Airport,,TR,Erzurum,39.94999844,41.16667028,,Yunusemre  Dedeman Palandoken Ski Lodge  Palandöken Yolu  Palandöken/E,25000,TR,Yunusemre,39.8599753,41.2743425
pincode,dGVzdF9jbGllbnQ=,OLB,Costa Smeralda Airport,,IT,Olbia,40.89860926,9.517779816,,Grand Relais dei Nuraghi  Baja Sardinia  Province of Olbia-Tempio  Ita,7021,IT,Baja Sardinia,41.139413,9.468991
uktest,dGVzdF9jbGllbnQ=,,Grand Relais dei Nuraghi  Baja Sardinia  Province of Olbia-Tempio  Ita,7021,IT,Baja Sardinia,41.139413,9.468991,OLB,Costa Smeralda Airport,7021,IT,Olbia,40.89860926,9.517779816
pincode,dGVzdF9jbGllbnQ=,OLB,Costa Smeralda Airport,7021,IT,Olbia,40.89860926,9.517779816,,Grand Relais dei Nuraghi  Baja Sardinia  Province of Olbia-Tempio  Ita,7021,IT,Baja Sardinia,41.139413,9.468991
uktest,dGVzdF9jbGllbnQ=,,Grand Relais dei Nuraghi  Baja Sardinia  Province of Olbia-Tempio  Ita,7021,IT,Baja Sardinia,41.139413,9.468991,OLB,Costa Smeralda Airport,,IT,Olbia,40.89860926,9.517779816
pincode,dGVzdF9jbGllbnQ=,,Jersey Airport  Saint Peter  Jersey,JE1 1BY,JE,Saint Peter,49.2074637,-2.1952207,,Radisson Blu Waterfront Hotel  Jersey  Saint Helier  Jersey  UK,JE2 3WF,GB,Saint Helier,49.1839891,-2.1168587
uktest,dGVzdF9jbGllbnQ=,,Pº Gudamendi  s/n,20008,ES,Donostia,43.3134497,-2.0234155,,Herrerieta Kalea  2,20808,ES,Getaria,43.3030455,-2.2049777
pincode,dGVzdF9jbGllbnQ=,DEL,Indira Gandhi Intl Airport,,IN,Delhi,28.56667027,77.11666747,,The Eros Hotel  Eros Hotel  Nehru Place  New Delhi  Delhi  India,110019,IN,New Delhi,28.550435,77.24913
uktest,dGVzdF9jbGllbnQ=,SZX,Bao An Intl Airport,,CN,Shenzhen,22.63917085,113.810561,,Chak Cheung St  18,,HK,,22.4118965,114.211047
pincode,dGVzdF9jbGllbnQ=,OER,Ornskoldsvik Airport,,SE,Ornskoldsvik,63.40000154,18.98332918,,Hotellgatan  9,891 33,SE,Örnsköldsvik,63.287215,18.7133861
uktest,dGVzdF9jbGllbnQ=,DXB,Dubai Intl Airport,,AE,Dubai,25.25000042,55.33332956,RHR,Waldorf Astoria Ras Al Khaimah - Vienna Street - Ras al Khaimah - Unit,,AE,Al Jazirah Al Hamra,25.6852717,55.773269
pincode,dGVzdF9jbGllbnQ=,KEF,Keflavik Intl Airport,,IS,Reykjavik,63.98500041,-22.60555949,REK,Pósthússtræti  2,101,IS,Reykjavík,64.1482619,-21.9385626
uktest,dGVzdF9jbGllbnQ=,JER,Jersey Airport,,GB,Jersey,49.21666976,-2.20000009,,Radisson Blu Waterfront Hotel  Jersey  Saint Helier  Jersey  UK,JE2 3WF,GB,Saint Helier,49.1839891,-2.1168587
pincode,dGVzdF9jbGllbnQ=,,SSI Schaefer Ltd  Pury Road  Alderton  Towcester NN12 7LS  UK,NN12 7LS,GB,Alderton,52.1115053,-0.9291701,BHX,Birmingham Airport,,GB,Birmingham,52.45388915,-1.748060026
uktest,dGVzdF9jbGllbnQ=,SAW,Sabiha Gokcen Airport,,TR,Istanbul,40.8986195,29.3091716,,Osmanl? Blv.  No:5/A,34912,TR,Yeni?ehir Mah,40.9281234,29.3091745
pincode,dGVzdF9jbGllbnQ=,LIS,Lisbon Airport,,PT,Lisbon,38.76667158,-9.133329812,CBP,Coimbra Airport,,PT,Coimbra,40.15000004,-8.466670052
uktest,dGVzdF9jbGllbnQ=,,Buona Vista Resort & Villas  Krstac  Montenegro,,ME,Krstac,42.2238247,18.9126133,DBV,Dubrovnik Airport,,HR,Dubrovnik,42.56667123,18.26666987
pincode,dGVzdF9jbGllbnQ=,DME,Domodedovo Airport,,RU,Moscow,55.39999904,37.88333004,,Square of Europe  2,121059,RU,Moskva,55.7417726,37.566726
uktest,dGVzdF9jbGllbnQ=,SVO,Sheremetyevo Airport,,RU,Moscow,55.9666691,37.41667103,,Bol'shaya Pirogovskaya Ulitsa  10,119021,RU,Moskva,55.7353705,37.5791833
pincode,dGVzdF9jbGllbnQ=,BBU,Baneasa Aurel Vlaicu Airport,,RO,Bucharest,44.50306059,26.10223044,CND,Mihail Kogalniceanu Airport,,RO,Constanta,44.36222892,28.48833995
uktest,dGVzdF9jbGllbnQ=,REC,Guararapes Intl Airport,,BR,Recife,-8.116669814,-34.91667153,,Avenida Engenheiro Domingos Ferreira  4661,51021-380,BR,,-8.129209,-34.9012044
pincode,dGVzdF9jbGllbnQ=,BSH,Trinity Street  Brighton BN2 3HN  UK,BN2 3HN,GB,Brighton,50.8333688,-0.1295026,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
uktest,dGVzdF9jbGllbnQ=,BSH,Trinity Street  Brighton BN2 3HN  UK,BN2 3HN,GB,Brighton,50.8333688,-0.1295026,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
pincode,dGVzdF9jbGllbnQ=,BSH,Brighton Station  Queens Road  Brighton  UK,BN1 3XP,GB,Brighton,50.8288738,-0.1409956,LHR,Heathrow Airport,,GB,London,51.47749994,-0.461390004
uktest,dGVzdF9jbGllbnQ=,,N Milwaukee St  756,53202,US,Milwaukee,43.040299,-87.906331,ORD,O Hare International Airport,,US,Chicago,41.97971892,-87.904439
pincode,dGVzdF9jbGllbnQ=,HAM,Hamburg Airport,,DE,Hamburg,53.63027995,9.988330331,,Stresemannstraße  363-369,22761,DE,Hamburg,53.5640889,9.921795
uktest,dGVzdF9jbGllbnQ=,BGY,Bergamo Orio Al Serio Airport,,IT,Milan,45.66888851,9.700279909,,Corso Milano  5,20052,IT,Monza,45.579808,9.2731015
pincode,dGVzdF9jbGllbnQ=,,Corso Milano  5,20052,IT,Monza,45.579808,9.2731015,BGY,Bergamo Orio Al Serio Airport,20052,IT,Milan,45.66888851,9.700279909
uktest,dGVzdF9jbGllbnQ=,,Corso Milano  5,20052,IT,Monza,45.579808,9.2731015,BGY,Bergamo Orio Al Serio Airport,20052,IT,Milan,45.66888851,9.700279909
pincode,dGVzdF9jbGllbnQ=,FCO,Fiumicino Airport,,IT,Rome,41.80027961,12.23888962,,Viale dell'Oceano Pacifico  153,144,IT,Roma,41.8215996,12.4583374
uktest,dGVzdF9jbGllbnQ=,,Kyustendil Centre  Kyustendil  Bulgaria,,BG,Kyustendil,42.2868907,22.6883969,,"ul. ""Stara Planina""  6",1000,BG,Sofia,42.699066,23.332396
pincode,dGVzdF9jbGllbnQ=,MAN,Manchester Airport,,GB,Manchester,53.34999972,-2.266669993,,Bath Street  Whitchurch SY13 1PR  UK,SY13 1PR,GB,Whitchurch,52.9706399,-2.6779952
uktest,dGVzdF9jbGllbnQ=,,Yale University  New Haven  CT 06520  USA,6520,US,New Haven,41.3163244,-72.9223431,JFK,John F Kennedy Intl Airport,6520,US,New York,40.63861128,-73.76193809
pincode,dGVzdF9jbGllbnQ=,,Yale University  New Haven  CT 06520  USA,6520,US,New Haven,41.3163244,-72.9223431,JFK,John F Kennedy Intl Airport,6520,US,New York,40.63861128,-73.76193809
uktest,dGVzdF9jbGllbnQ=,,Yale University  New Haven  CT 06520  USA,6520,US,New Haven,41.3163244,-72.9223431,JFK,John F Kennedy Intl Airport,,US,New York,40.63861128,-73.76193809
pincode,dGVzdF9jbGllbnQ=,,Yale University  New Haven  CT 06520  USA,6520,US,New Haven,41.3163244,-72.9223431,JFK,John F Kennedy Intl Airport,,US,New York,40.63861128,-73.76193809
uktest,dGVzdF9jbGllbnQ=,BGY,Bergamo Orio Al Serio Airport,,IT,Milan,45.66888851,9.700279909,,Via Pietro Orseolo  1,20144,IT,Milano,45.4565475,9.1685757
pincode,dGVzdF9jbGllbnQ=,,Via Pietro Orseolo  1,20144,IT,Milano,45.4565475,9.1685757,BGY,Bergamo Orio Al Serio Airport,20144,IT,Milan,45.66888851,9.700279909
uktest,dGVzdF9jbGllbnQ=,,Edinburgh Waverley Railway Station,,GB,Edinburgh,55.952032,-3.189987985,,South Bridge  77,EH1 1HN,GB,Edinburgh,55.9483933,-3.1868148
pincode,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,Rue Barbès  33,92120,FR,Montrouge,48.8173967,2.3295273
uktest,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,Avenue Emile Zola  10,75015,FR,Paris,48.8460777,2.2788747
pincode,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88082936,2.355279958,,Avenue Emile Zola  10,75015,FR,Paris,48.8460777,2.2788747
uktest,dGVzdF9jbGllbnQ=,,Yale University  New Haven  CT  USA,6520,US,New Haven,41.3163244,-72.9223431,JFK,John F Kennedy Intl Airport,,US,New York,40.63861128,-73.76193809
pincode,dGVzdF9jbGllbnQ=,,Säntisstrasse  48,8942,CH,Oberrieden,47.2752195,8.5722906,ZRH,Zurich Airport,,CH,Zurich,47.46471941,8.549170199
uktest,dGVzdF9jbGllbnQ=,,Säntisstrasse  48,8942,CH,Oberrieden,47.2752195,8.5722906,ZRH,Zurich Airport,,CH,Zurich,47.46471941,8.549170199
pincode,dGVzdF9jbGllbnQ=,,Säntisstrasse  48,8942,CH,Oberrieden,47.2752195,8.5722906,ZRH,Zurich Airport,,CH,Zurich,47.46471941,8.549170199
uktest,dGVzdF9jbGllbnQ=,,Säntisstrasse  48,8942,CH,Oberrieden,47.2752195,8.5722906,ZRH,Zurich Airport,,CH,Zurich,47.46471941,8.549170199
pincode,dGVzdF9jbGllbnQ=,KEF,Keflavik Intl Airport,,IS,Reykjavik,63.98500041,-22.60555949,,Hagatorg  107,107,IS,Reykjavík,64.1409625,-21.9530876
uktest,dGVzdF9jbGllbnQ=,KEF,Keflavik Intl Airport,,IS,Reykjavik,63.98500041,-22.60555949,,Hagatorg  107,107,IS,Reykjavík,64.1409625,-21.9530876
pincode,dGVzdF9jbGllbnQ=,DME,Domodedovo Airport,,RU,Moscow,55.39999904,37.88333004,,Square of Europe  2,121059,RU,Moskva,55.7417726,37.566726
uktest,dGVzdF9jbGllbnQ=,,St Austell Railway Station Car Park  High Cross Street  Saint Austell ,PL25 4LA,GB,Saint Austell,50.3398099,-4.7893738,,Eden Project Shop  Bodelva  Par  UK,PL24 2ED,GB,Bodelva,50.3595441,-4.7423076
pincode,dGVzdF9jbGllbnQ=,JNB,O.R. Tambo Intl Airport,,ZA,Johannesburg,-26.13916981,28.24611071,,Garsfontein Rd  221,181,ZA,Pretoria,-25.7863693,28.2713034
uktest,dGVzdF9jbGllbnQ=,,Straits International School RAWANG  Sungai Bakau  Rawang  Selangor  M,48000,MY,Rawang,3.3101515,101.5436003,KUL,Kuala Lumpur Intl Airport,,MY,Kuala Lumpur,2.750000005,101.7000004
pincode,dGVzdF9jbGllbnQ=,,6130 Schwaz  Austria,,AT,Schwaz,47.3502,11.70584,INN,Innsbruck Airport,,AT,Innsbruck,47.2602816,11.3438898
uktest,dGVzdF9jbGllbnQ=,BHX,Birmingham Airport (BHX)  Birmingham  UK,B26 3QJ,GB,Birmingham,52.4523821,-1.7435071,,Little Quillet Ct  Cam  Dursley GL11 5EX  UK,GL11 5EX,GB,Cam,51.6976482,-2.3692722
pincode,dGVzdF9jbGllbnQ=,,JW+Marriott+Cannes +Cannes +France,,FR,Cannes,43.5501811,7.0253974,,Hôtel+Le+Lausanne +36+Rue+Rossini +Nice +France,,FR,Nice,43.700761,7.259098
uktest,dGVzdF9jbGllbnQ=,HAK,Meilan Intl Airport,,CN,Haikou,19.93473013,110.4588916,,Danzhou  Hainan  China,,CN,Danzhou,19.521134,109.580811
pincode,dGVzdF9jbGllbnQ=,,N Highland Ave  1755,90028,US,Los Angeles,34.1032802,-118.3391967,,Nutro Way  13243,92395,US,Victorville,34.4915565,-117.2848793
uktest,dGVzdF9jbGllbnQ=,PSA,Galileo Galilei Airport,,IT,Pisa,43.68277878,10.39555987,,Via della Chiesa a Sciano  273,50052,IT,Sciano,43.538147,11.0861129
pincode,dGVzdF9jbGllbnQ=,PSA,Galileo Galilei Airport,,IT,Pisa,43.68277878,10.39555987,,Via della Chiesa a Sciano  273,50052,IT,Sciano,43.538147,11.0861129
uktest,dGVzdF9jbGllbnQ=,PSA,Galileo Galilei Airport,,IT,Pisa,43.68277878,10.39555987,,Via della Chiesa a Sciano  273,50052,IT,Sciano,43.538147,11.0861129
pincode,dGVzdF9jbGllbnQ=,CGN,Cologne/bonn Airport,,DE,Cologne/bonn,50.86582918,7.142780034,,Jakordenstraße  18-20,50668,DE,Köln,50.9453218,6.9606411
uktest,dGVzdF9jbGllbnQ=,PFO,Paphos Intl Airport,,CY,Paphos,34.71805987,32.48583111,,Constantinou Bros Asimina Suites Hotel  Yeroskipou  Cyprus,8101,CY,??????????,34.738988,32.434925
pincode,dGVzdF9jbGllbnQ=,SVO,Sheremetyevo Airport,,RU,Moscow,55.9666691,37.41667103,,Smolenskaya Ulitsa  5,119121,RU,Moskva,55.7453,37.580532
uktest,dGVzdF9jbGllbnQ=,PFO,Paphos Intl Airport,,CY,Paphos,34.71805987,32.48583111,,Constantinou Bros Asimina Suites Hotel  Yeroskipou  Cyprus,8101,CY,??????????,34.738988,32.434925
pincode,dGVzdF9jbGllbnQ=,HND,Tokyo Intl Haneda Airport,,JP,Tokyo,35.55000082,139.7666937,,Hotel Route-Inn Gotenba Eki-Minami  628-16 Kawashimata  Gotemba  Shizu,412-0045,JP,Gotemba,35.2977523,138.9318401
uktest,dGVzdF9jbGllbnQ=,ADB,Adnan Menderes Airport,,TR,Izmir,38.28332983,27.16666932,,Bahçeleraras?  Ramada Encore ?zmir  Balçova/TR-10  Turkey,35330,TR,Güzelyal?,38.3946859,27.0439491
pincode,dGVzdF9jbGllbnQ=,IAD,Saarinen Cir  1,20166,US,Dulles,38.9531162,-77.4565388,,Woodley Rd NW  2660,20008,US,Washington,38.9243462,-77.0545809
uktest,dGVzdF9jbGllbnQ=,LSI,Sumburgh Airport,,GB,Shetland Islands,59.87888876,-1.295549962,,Lerwick Port Authority  Lerwick  Shetland  UK,ZE1 0LL,GB,Lerwick,60.1553095,-1.1430445
pincode,dGVzdF9jbGllbnQ=,KWI,Kuwait Intl Airport,,KW,Kuwait,29.22666974,47.96888982,,Crowne Plaza Kuwait Al Thuraya City  Airport Road  Al Farwaniyah  Kuwa,81006,KW,Kuwait City,29.270402,47.9678376
uktest,dGVzdF9jbGllbnQ=,JNB,O.R. Tambo Intl Airport,,ZA,Johannesburg,-26.13916981,28.24611071,,Protea Hotel by Marriott Johannesburg Balalaika Sandton  Maude Street ,2126,ZA,Sandton,-26.1040687,28.0581915
pincode,dGVzdF9jbGllbnQ=,GVA,Geneva International Airport,,CH,Geneva,46.23805842,6.108890031,,Place de la Gare  2,1001,CH,Lausanne,46.5174665,6.6300143
uktest,dGVzdF9jbGllbnQ=,MXP,Malpensa Airport,,IT,Milan,45.63000083,8.728610368,,Via Melchiorre Gioia  73,20124,IT,Milano,45.4896413,9.2006944
